match_id,home_team_id,away_team_id,home_score,away_score,match_date,competition,season,venue,attendance,match_url,created_at
1903251,170,167,5,4,,Unknown,Unknown,,26700,https://fr.whoscored.com/matches/1903251/live/angleterre-premier-league-2025-2026-fulham-manchester-city,2025-12-05 23:16:14.169443+00
